task,seed,source,source_kind,family,budget,fit_rows,validation_rows,calibration_rows_untouched,test_rows,selected_alpha,validation_source_rmse,fit_time_selected_candidate_s,candidate_fit_time_total_s,terms,formula_chars,veriloga_lines,json_path,veriloga_path,formula_to_network_rmse,formula_to_network_r2,formula_to_network_p95_abs_error,formula_to_network_max_abs_error,formula_to_tcad_rmse,formula_to_tcad_r2,formula_to_tcad_p95_abs_error,formula_to_tcad_max_abs_error,test_finite_rate,dense_train_envelope_points,dense_finite_rate,swept_axis_derivative_finite_rate,independent_json_replay_max_abs_error,latency_per_point_s,calibration_used,test_used_for_selection,pareto_rmse_terms,pareto_rmse_chars
Capacitance,43,bkan_parameter_mean,teacher_distillation,polynomial,1,41600,6400,9600,6400,0.01,1.9878326467835444e-15,0.005672600003890693,0.02105100004700944,8,931,25,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_43\Capacitance\exports\Capacitance\bkan_parameter_mean\polynomial_1\formula.json,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_43\Capacitance\exports\Capacitance\bkan_parameter_mean\polynomial_1\formula.va,1.994075074292375e-15,0.6304917708114004,5.344857373376336e-15,7.287430779398262e-15,1.9939837334251057e-15,0.631807482323017,5.2316741747897884e-15,7.623676538890913e-15,1.0,5000,1.0,1.0,6.310887241768095e-30,3.1705999863334e-07,False,False,True,True
Capacitance,43,bkan_parameter_mean,teacher_distillation,polynomial,2,41600,6400,9600,6400,0.01,1.0832810871413455e-15,0.01437900000018999,0.06005430000368506,36,2028,53,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_43\Capacitance\exports\Capacitance\bkan_parameter_mean\polynomial_2\formula.json,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_43\Capacitance\exports\Capacitance\bkan_parameter_mean\polynomial_2\formula.va,1.0885490231009748e-15,0.8898873816342293,2.5542804583579676e-15,3.805334116393434e-15,1.0906344640228042e-15,0.889848562041003,2.446497582411901e-15,4.074171197145297e-15,1.0,5000,1.0,1.0,6.310887241768095e-30,1.8182033323682845e-06,False,False,False,False
Capacitance,43,bkan_parameter_mean,teacher_distillation,polynomial,3,41600,6400,9600,6400,1e-08,5.211961520703958e-16,0.04754140001023188,0.1916514999466017,120,5298,137,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_43\Capacitance\exports\Capacitance\bkan_parameter_mean\polynomial_3\formula.json,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_43\Capacitance\exports\Capacitance\bkan_parameter_mean\polynomial_3\formula.va,5.24706420892247e-16,0.9744156809363912,1.1000133473073135e-15,1.7375139748764086e-15,5.2376195701745e-16,0.9745961442676968,1.0235197748108567e-15,1.9471158304703796e-15,1.0,5000,1.0,1.0,1.262177448353619e-29,4.65713000157848e-06,False,False,False,False
Capacitance,43,bkan_parameter_mean,teacher_distillation,additive_spline,4,41600,6400,9600,6400,0.01,3.270684786964138e-16,0.030561899999156594,0.12270469998475164,36,8652,227,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_43\Capacitance\exports\Capacitance\bkan_parameter_mean\additive_spline_4\formula.json,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_43\Capacitance\exports\Capacitance\bkan_parameter_mean\additive_spline_4\formula.va,2.9864571190349796e-16,0.9917119250134291,5.888060569975166e-16,2.820912503264891e-15,2.906386139176047e-16,0.9921776298298574,5.425525163191098e-16,2.3924974035610773e-15,1.0,5000,1.0,1.0,3.470987982972452e-29,1.4947666592585544e-07,False,False,True,True
Capacitance,43,bkan_parameter_mean,teacher_distillation,additive_spline,6,41600,6400,9600,6400,0.01,2.9538266175568976e-16,0.03355520003242418,0.13800049998098984,50,10216,269,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_43\Capacitance\exports\Capacitance\bkan_parameter_mean\additive_spline_6\formula.json,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_43\Capacitance\exports\Capacitance\bkan_parameter_mean\additive_spline_6\formula.va,2.6215503412943846e-16,0.9936135795234632,4.270892402826903e-16,2.981033762688047e-15,2.535622212626503e-16,0.9940461096564815,4.2951226584477245e-16,2.5526186629842335e-15,1.0,5000,1.0,1.0,4.417621069237666e-29,1.4915333401101331e-07,False,False,True,True
Capacitance,43,bkan_parameter_mean,teacher_distillation,additive_spline,8,41600,6400,9600,6400,0.0001,2.9016727201145424e-16,0.04252700001234189,0.16860569996060804,64,11741,311,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_43\Capacitance\exports\Capacitance\bkan_parameter_mean\additive_spline_8\formula.json,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_43\Capacitance\exports\Capacitance\bkan_parameter_mean\additive_spline_8\formula.va,2.557372721047501e-16,0.9939224413058747,4.1476297165006683e-16,3.0254660222836385e-15,2.4762744237412877e-16,0.9943215568712215,4.567596513556978e-16,2.597050922579825e-15,1.0,5000,1.0,1.0,2.8398992587956425e-29,1.5350333414971828e-07,False,False,True,True
Capacitance,43,dkan,teacher_distillation,polynomial,1,41600,6400,9600,6400,0.01,1.960154889179716e-15,0.0037113000289537013,0.016001799958758056,8,937,25,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_43\Capacitance\exports\Capacitance\dkan\polynomial_1\formula.json,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_43\Capacitance\exports\Capacitance\dkan\polynomial_1\formula.va,1.9783362004401935e-15,0.6329356874760315,5.110201674883255e-15,6.810563387286823e-15,1.9940252468708016e-15,0.6317921511054716,5.22757971743842e-15,7.619539155684411e-15,1.0,5000,1.0,1.0,6.310887241768095e-30,1.987133330355088e-07,False,False,False,False
Capacitance,43,dkan,teacher_distillation,polynomial,2,41600,6400,9600,6400,0.01,1.0557121305729987e-15,0.012760200013872236,0.05358120001619682,36,2020,53,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_43\Capacitance\exports\Capacitance\dkan\polynomial_2\formula.json,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_43\Capacitance\exports\Capacitance\dkan\polynomial_2\formula.va,1.0809066221151347e-15,0.8904232735886932,2.2587681695053583e-15,3.719950201470189e-15,1.0922128757625377e-15,0.8895294998062825,2.4586673022025603e-15,4.167311507418332e-15,1.0,5000,1.0,1.0,6.310887241768095e-30,1.285973332899933e-06,False,False,False,True
Capacitance,43,dkan,teacher_distillation,polynomial,3,41600,6400,9600,6400,0.01,4.997938300081042e-16,0.04781249997904524,0.1905296000186354,120,5288,137,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_43\Capacitance\exports\Capacitance\dkan\polynomial_3\formula.json,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_43\Capacitance\exports\Capacitance\dkan\polynomial_3\formula.va,5.215204260049306e-16,0.9744915181387586,1.0156321498070443e-15,1.824530097861632e-15,5.301842170567362e-16,0.9739693311820865,1.0319837696227529e-15,2.0886638195730854e-15,1.0,5000,1.0,1.0,1.262177448353619e-29,4.646373332555717e-06,False,False,False,False
Capacitance,43,dkan,teacher_distillation,additive_spline,4,41600,6400,9600,6400,0.01,2.9666887900232185e-16,0.029994400043506175,0.12256120005622506,36,8647,227,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_43\Capacitance\exports\Capacitance\dkan\additive_spline_4\formula.json,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_43\Capacitance\exports\Capacitance\dkan\additive_spline_4\formula.va,2.6654556974781396e-16,0.9933367684755384,6.195971132063644e-16,2.520738552086625e-15,2.9202962869753725e-16,0.9921025739312036,5.469256597120836e-16,2.3219144072613817e-15,1.0,5000,1.0,1.0,3.7865323450608567e-29,1.6494333394803108e-07,False,False,False,True
