task,seed,teacher,teacher_to_tcad_rmse,teacher_to_tcad_r2,teacher_to_tcad_p95_abs_error,teacher_to_tcad_max_abs_error,checkpoint,checkpoint_sha256,scaler_mean_max_relative_delta,parameter_count,checkpoint_output_scale_applied,train_time_s,frozen_test_prediction,replay_status,replay_max_abs_error,replay_rmse,replay_tolerance,frozen_scale_applied,test_rows
Capacitance,43,bkan_parameter_mean,5.75705530015422e-17,0.9996930748061987,1.2907592606907348e-16,6.117276394192168e-16,<REPO_ROOT>/artifacts\results\uq_repeated_grouped_capacitance\seed_43\Capacitance-bayes-results\model_checkpoint.pt,9999dab7f86001ddcd44abfa7e358a0286e7951e5e3acc93a73db0697bf1f0ed,5.9490168700115434e-09,1477,1000.0,,<REPO_ROOT>/artifacts\results\matched_grouped_comparison\predictions\seed_43\Capacitance\bkan\test_predictions.csv,reference_difference_only,1.1555705654924983e-16,9.925264872483253e-18,4.2112730000000006e-19,1000.0,6400
Capacitance,43,dkan,1.7477109845091564e-16,0.9971714037056331,3.3947021472788167e-16,1.365179490723764e-15,,,,1477,,3.0777700999751687,<REPO_ROOT>/artifacts\results\matched_grouped_comparison\predictions\seed_43\Capacitance\dkan\test_predictions.csv,pass,4.552802091491864e-21,1.3138499506950447e-21,4.1762059491866826e-19,1000.0,6400
Capacitance,43,mlp_l,4.2462351343994837e-16,0.9833029473975324,9.677085753132231e-16,1.916169842474803e-15,,,,2625,,3.215123899979517,<REPO_ROOT>/artifacts\results\matched_grouped_comparison\predictions\seed_43\Capacitance\mlp_l\test_predictions.csv,pass,4.976318558808127e-21,1.3048633608000573e-21,4.12421864030446e-19,1000.0,6400
