task,seed,teacher,teacher_to_tcad_rmse,teacher_to_tcad_r2,teacher_to_tcad_p95_abs_error,teacher_to_tcad_max_abs_error,checkpoint,checkpoint_sha256,scaler_mean_max_relative_delta,parameter_count,checkpoint_output_scale_applied,train_time_s,frozen_test_prediction,replay_status,replay_max_abs_error,replay_rmse,replay_tolerance,frozen_scale_applied,test_rows
Capacitance,49,bkan_parameter_mean,4.837456044040253e-17,0.9997944273247737,1.0077238902358072e-16,6.439010031034947e-16,<REPO_ROOT>/artifacts\results\uq_repeated_grouped_capacitance\seed_49\Capacitance-bayes-results\model_checkpoint.pt,81411f8cc9e8240d5d4bda09e69f62699a59ddb0b59ca03525fc3b61925c3ba2,7.2115034561945315e-09,1477,1000.0,,<REPO_ROOT>/artifacts\results\matched_grouped_comparison\predictions\seed_49\Capacitance\bkan\test_predictions.csv,reference_difference_only,3.911714025849104e-17,3.56588317899979e-18,4.1544040000000015e-19,1000.0,6400
Capacitance,49,dkan,1.76747219108817e-16,0.9972556689272462,3.622138843888332e-16,9.59924326818337e-16,,,,1477,,3.087926999956835,<REPO_ROOT>/artifacts\results\matched_grouped_comparison\predictions\seed_49\Capacitance\dkan\test_predictions.csv,pass,4.4998625322884706e-21,1.269357894557419e-21,4.0965663232990574e-19,1000.0,6400
Capacitance,49,mlp_l,4.47820988818143e-16,0.982382664980009,1.0435501239095512e-15,1.9882727991729596e-15,,,,2625,,3.266244399943389,<REPO_ROOT>/artifacts\results\matched_grouped_comparison\predictions\seed_49\Capacitance\mlp_l\test_predictions.csv,pass,4.605741657006145e-21,1.2788098197776015e-21,4.0647314502443413e-19,1000.0,6400
