task,model,mae_log,rmse_log,mae_linear,mae_model_space,rmse_model_space,r2_model_space,picp_95,mpiw_log,mean_std_log,raw_picp_95,calibrated_picp_95,raw_mpiw_log,calibrated_mpiw_log,raw_gaussian_nll_model_space,calibrated_gaussian_nll_model_space,raw_interval_score_95,calibrated_interval_score_95,raw_curve_coverage_95,calibrated_curve_coverage_95,mpiw_model_space,mean_std_model_space,calibration_z,calibration_raw_quantile,calibration_std_scale_vs_normal,calibration_unit,calibration_score_count,derivative_mae_model_space,derivative_rmse_model_space,inference_method,comparison_eligible,comparison_status,hmc_acceptance_rate,train_curve_count,validation_curve_count,calibration_curve_count,test_curve_count,train_samples,validation_samples,calibration_samples,test_samples,train_fraction,validation_fraction,calibration_fraction,test_fraction,split_seed
I_dark,bayesian_kan_vi,0.0023087588011469,0.0035564336476848,1.2644319929234187e-09,0.0023087588011469,0.0035564336476848,0.9996013530652088,100.0,0.0834399693000588,0.0212857064540966,100.0,100.0,0.083439969300059,0.0834399693000588,-2.971771798529232,-2.971771802715806,0.083439969300059,0.0834399693000588,100.0,100.0,0.0834399693000588,0.0212857064540966,1.96,0.7535213306519075,1.0,curve,24.0,0.0177236712677882,0.0452386348212181,vi,True,eligible,,104,16,24,16,1560,240,360,240,0.65,0.1,0.15,0.1,48
I_photo,bayesian_kan_vi,0.0038777968856057,0.0047141374057359,4.43392017948209e-06,0.0038777968856057,0.0047141374057359,0.9566786925373286,100.0,0.057432491382383766,0.0146511457608122,100.0,100.0,0.0574324913823839,0.057432491382383766,-3.2566095508646287,-3.2566095940886743,0.0574324913823839,0.057432491382383766,100.0,100.0,0.057432491382383766,0.0146511457608122,1.96,0.5761183188798149,1.0,curve,24.0,0.0027186078476816,0.0067802185019871,vi,True,eligible,,104,16,24,16,1664,256,384,256,0.65,0.1,0.15,0.1,48
AC_Response,bayesian_kan_vi,0.0268065983506612,0.0519648312020158,0.0268066021347764,0.0268065983506612,0.0519648312020158,0.999547365547752,100.0,0.4894813593200764,0.1248676937041011,100.0,100.0,0.4894813593200766,0.4894813593200764,-1.3026582577165196,-1.302658250968261,0.4894813593200766,0.4894813593200764,100.0,100.0,0.4894813593200764,0.1248676937041011,1.96,0.6870059794607855,1.0,curve,24.0,,,vi,True,eligible,,104,16,24,16,2912,448,672,448,0.65,0.1,0.15,0.1,48
