task,source,source_kind,family,budget,selected_alpha,terms,formula_chars,latency_per_point_s,test_finite_rate,dense_finite_rate,swept_axis_derivative_finite_rate,formula_to_network_rmse,formula_to_network_r2,formula_to_tcad_rmse,formula_to_tcad_r2,pareto_rmse_terms,pareto_rmse_chars,json_path,veriloga_path
Capacitance,bkan_parameter_mean,teacher_distillation,additive_spline,4,0.01,36,8648,1.473666673215727e-07,1.0,1.0,1.0,2.8473832446459106e-16,0.9930767547724056,3.005111295934224e-16,0.9923022792855278,False,True,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_46\Capacitance\exports\Capacitance\bkan_parameter_mean\additive_spline_4\formula.json,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_46\Capacitance\exports\Capacitance\bkan_parameter_mean\additive_spline_4\formula.va
Capacitance,bkan_parameter_mean,teacher_distillation,additive_spline,6,0.01,50,10202,1.54383333089451e-07,1.0,1.0,1.0,2.4776541108934426e-16,0.9947579734135099,2.658372877467395e-16,0.9939761683934109,False,True,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_46\Capacitance\exports\Capacitance\bkan_parameter_mean\additive_spline_6\formula.json,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_46\Capacitance\exports\Capacitance\bkan_parameter_mean\additive_spline_6\formula.va
Capacitance,bkan_parameter_mean,teacher_distillation,additive_spline,8,0.01,64,11767,1.5426000075725217e-07,1.0,1.0,1.0,2.421943203066583e-16,0.9949910606474621,2.6040109319973925e-16,0.9942200160233021,False,False,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_46\Capacitance\exports\Capacitance\bkan_parameter_mean\additive_spline_8\formula.json,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_46\Capacitance\exports\Capacitance\bkan_parameter_mean\additive_spline_8\formula.va
Capacitance,bkan_parameter_mean,teacher_distillation,polynomial,1,0.01,8,931,2.701833339718481e-07,1.0,1.0,1.0,1.9871762742303896e-15,0.6627976043930732,1.9911765018456363e-15,0.6620437012500759,False,True,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_46\Capacitance\exports\Capacitance\bkan_parameter_mean\polynomial_1\formula.json,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_46\Capacitance\exports\Capacitance\bkan_parameter_mean\polynomial_1\formula.va
Capacitance,bkan_parameter_mean,teacher_distillation,polynomial,2,0.01,36,2021,1.6605599996789048e-06,1.0,1.0,1.0,1.0808034028798564e-15,0.9002503750347604,1.0887459468541489e-15,0.8989598154710534,False,False,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_46\Capacitance\exports\Capacitance\bkan_parameter_mean\polynomial_2\formula.json,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_46\Capacitance\exports\Capacitance\bkan_parameter_mean\polynomial_2\formula.va
Capacitance,bkan_parameter_mean,teacher_distillation,polynomial,3,1e-08,120,5289,4.773333333044624e-06,1.0,1.0,1.0,5.145204254384441e-16,0.9773940321875256,5.215644551137101e-16,0.9768123358784906,False,False,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_46\Capacitance\exports\Capacitance\bkan_parameter_mean\polynomial_3\formula.json,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_46\Capacitance\exports\Capacitance\bkan_parameter_mean\polynomial_3\formula.va
Capacitance,dkan,teacher_distillation,additive_spline,4,0.01,36,8642,1.4561666563774148e-07,1.0,1.0,1.0,2.679265918758786e-16,0.9937515614186548,3.0555018484233744e-16,0.9920419597794013,False,True,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_46\Capacitance\exports\Capacitance\dkan\additive_spline_4\formula.json,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_46\Capacitance\exports\Capacitance\dkan\additive_spline_4\formula.va
Capacitance,dkan,teacher_distillation,additive_spline,6,0.01,50,10235,1.5053666623619696e-07,1.0,1.0,1.0,2.3397907918949007e-16,0.9952346596874547,2.806248039406553e-16,0.9932873633765938,False,False,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_46\Capacitance\exports\Capacitance\dkan\additive_spline_6\formula.json,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_46\Capacitance\exports\Capacitance\dkan\additive_spline_6\formula.va
Capacitance,dkan,teacher_distillation,additive_spline,8,0.01,64,11796,1.5095999891248841e-07,1.0,1.0,1.0,2.226554200281406e-16,0.9956847455527769,2.7738152998947616e-16,0.9934416270933506,False,False,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_46\Capacitance\exports\Capacitance\dkan\additive_spline_8\formula.json,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_46\Capacitance\exports\Capacitance\dkan\additive_spline_8\formula.va
Capacitance,dkan,teacher_distillation,polynomial,1,0.01,8,935,1.845666653631876e-07,1.0,1.0,1.0,1.9345434261410797e-15,0.6742406932982519,1.99136555909144e-15,0.6619795219869831,False,False,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_46\Capacitance\exports\Capacitance\dkan\polynomial_1\formula.json,artifacts\results\multi_teacher_symbolic_pareto_10split\seed_46\Capacitance\exports\Capacitance\dkan\polynomial_1\formula.va
