task,seed,teacher,teacher_to_tcad_rmse,teacher_to_tcad_r2,teacher_to_tcad_p95_abs_error,teacher_to_tcad_max_abs_error,checkpoint,checkpoint_sha256,scaler_mean_max_relative_delta,parameter_count,checkpoint_output_scale_applied,train_time_s,frozen_test_prediction,replay_status,replay_max_abs_error,replay_rmse,replay_tolerance,frozen_scale_applied,test_rows
Capacitance,46,bkan_parameter_mean,5.92379243474088e-17,0.9997008832773335,9.369888869104903e-17,1.0281292735677407e-15,<REPO_ROOT>/artifacts\results\uq_repeated_grouped_capacitance\seed_46\Capacitance-bayes-results\model_checkpoint.pt,381d0f123e2d741c97d79e32c31f013b0c2de826d653dc69f33e7a2d375834a0,7.555675041496707e-09,1477,1000.0,,<REPO_ROOT>/artifacts\results\matched_grouped_comparison\predictions\seed_46\Capacitance\bkan\test_predictions.csv,reference_difference_only,6.606871785237444e-17,5.400349583285191e-18,4.282250500000001e-19,1000.0,6400
Capacitance,46,dkan,1.950337633014389e-16,0.9967576445028953,3.3087337187095923e-16,1.513111581057272e-15,,,,1477,,3.095377199992072,<REPO_ROOT>/artifacts\results\matched_grouped_comparison\predictions\seed_46\Capacitance\dkan\test_predictions.csv,pass,4.605741650695258e-21,1.4094859285894235e-21,4.1661275806033363e-19,1000.0,6400
Capacitance,46,mlp_l,4.3557140919791985e-16,0.9838281479949407,9.990467906847255e-16,2.0694806565189017e-15,,,,2625,,3.214132499997504,<REPO_ROOT>/artifacts\results\matched_grouped_comparison\predictions\seed_46\Capacitance\mlp_l\test_predictions.csv,pass,4.8174998938197204e-21,1.4140868448967792e-21,4.185748304733094e-19,1000.0,6400
