test_rmse,test_mae,test_r2,active_symbolic_terms,selected_symbolic_weight,y_scale,pure_symbolic_student,kan_contribution_at_inference,bayesian_distill_weight,teacher_rmse,teacher_mae,teacher_r2,pure_symbolic_formula_path,pure_symbolic_exported_terms,pure_symbolic_export_rmse,pure_symbolic_export_max_abs_error
0.005439099738703845,0.004546911947622917,0.9432491342229585,72.0,1.0,3.3712586758532748,True,0.0,1.0,0.0046250830353377955,0.0036859987303614616,0.9558353307429952,artifacts\results\posterior_formula_ensemble\formulas\I_photo\draw_00_seed_26000\photo_current_symbolic_gated_kan\pure_symbolic_formula.txt,72.0,1.9671142641462933e-07,6.713742539687928e-07
