mechanism_index,mechanism,photo_role,mechanism_drive,mechanism_initial_sign,mechanism_scale,term_index,term_name,expression,dependencies,probability,active_gate,coefficient_model_space
0,reverse_leakage,mechanism,reverse_zero,-1.0,-1.1209089756011963,10,dark_voltage_over_temperature,dark_voltage/simulation_temperature,"dark_voltage,simulation_temperature",0.8801318407058716,1.0,-0.17653986811637878
0,reverse_leakage,mechanism,reverse_zero,-1.0,-1.1209089756011963,5,reverse_saturation_dark_voltage,1-exp(-(softplus(-dark_voltage/0.2)-log(2))),dark_voltage,0.8792988657951355,1.0,0.16943368315696716
0,reverse_leakage,mechanism,reverse_zero,-1.0,-1.1209089756011963,0,one,1,,0.8770255446434021,1.0,0.11904823780059814
0,reverse_leakage,mechanism,reverse_zero,-1.0,-1.1209089756011963,7,reverse_gate_dark_voltage,sigmoid(-dark_voltage/0.2),dark_voltage,0.87380051612854,1.0,0.18494059145450592
0,reverse_leakage,mechanism,reverse_zero,-1.0,-1.1209089756011963,1,dark_voltage_z,scaled(dark_voltage),dark_voltage,0.8594216704368591,1.0,-0.16713084280490875
1,higher_order_symbolic_residual,residual,all,0.0,1.0,10,dark_voltage_over_temperature,dark_voltage/simulation_temperature,"dark_voltage,simulation_temperature",0.8584120869636536,1.0,-0.13155019283294678
0,reverse_leakage,mechanism,reverse_zero,-1.0,-1.1209089756011963,6,forward_gate_dark_voltage,sigmoid(dark_voltage/0.2),dark_voltage,0.852630615234375,1.0,-0.1457616686820984
1,higher_order_symbolic_residual,residual,all,0.0,1.0,0,one,1,,0.8475860953330994,1.0,-0.11373917758464813
0,reverse_leakage,mechanism,reverse_zero,-1.0,-1.1209089756011963,3,soft_reverse_dark_voltage,softplus(-dark_voltage/0.2),dark_voltage,0.8358086943626404,1.0,0.1472415179014206
1,higher_order_symbolic_residual,residual,all,0.0,1.0,13,dark_voltage_over_length,dark_voltage/active_layer_length,"dark_voltage,active_layer_length",0.8244565725326538,1.0,-0.1395154595375061
1,higher_order_symbolic_residual,residual,all,0.0,1.0,1,dark_voltage_z,scaled(dark_voltage),dark_voltage,0.8201255202293396,1.0,-0.16213975846767426
0,reverse_leakage,mechanism,reverse_zero,-1.0,-1.1209089756011963,4,tanh_reverse_dark_voltage,tanh(-dark_voltage/1.0),dark_voltage,0.7975100874900818,1.0,0.09922383725643158
1,higher_order_symbolic_residual,residual,all,0.0,1.0,2,dark_voltage_z2,scaled(dark_voltage)^2,dark_voltage,0.7825888991355896,1.0,0.13304448127746582
1,higher_order_symbolic_residual,residual,all,0.0,1.0,3,soft_reverse_dark_voltage,softplus(-dark_voltage/0.2),dark_voltage,0.7605017423629761,1.0,0.1050681471824646
0,reverse_leakage,mechanism,reverse_zero,-1.0,-1.1209089756011963,13,dark_voltage_over_length,dark_voltage/active_layer_length,"dark_voltage,active_layer_length",0.7558153867721558,1.0,-0.0606800876557827
1,higher_order_symbolic_residual,residual,all,0.0,1.0,9,inverse_temperature,1/simulation_temperature,simulation_temperature,0.7409629821777344,1.0,-0.013587930239737034
1,higher_order_symbolic_residual,residual,all,0.0,1.0,4,tanh_reverse_dark_voltage,tanh(-dark_voltage/1.0),dark_voltage,0.7251651883125305,1.0,0.055530257523059845
1,higher_order_symbolic_residual,residual,all,0.0,1.0,8,temperature_z,scaled(simulation_temperature),simulation_temperature,0.6687156558036804,1.0,0.006808992475271225
0,reverse_leakage,mechanism,reverse_zero,-1.0,-1.1209089756011963,9,inverse_temperature,1/simulation_temperature,simulation_temperature,0.6372215151786804,1.0,-0.0016611031023785472
1,higher_order_symbolic_residual,residual,all,0.0,1.0,6,forward_gate_dark_voltage,sigmoid(dark_voltage/0.2),dark_voltage,0.6204056143760681,1.0,0.01037732232362032
1,higher_order_symbolic_residual,residual,all,0.0,1.0,5,reverse_saturation_dark_voltage,1-exp(-(softplus(-dark_voltage/0.2)-log(2))),dark_voltage,0.618192732334137,1.0,-0.0060808672569692135
0,reverse_leakage,mechanism,reverse_zero,-1.0,-1.1209089756011963,2,dark_voltage_z2,scaled(dark_voltage)^2,dark_voltage,0.6125931739807129,1.0,-0.009072071872651577
1,higher_order_symbolic_residual,residual,all,0.0,1.0,7,reverse_gate_dark_voltage,sigmoid(-dark_voltage/0.2),dark_voltage,0.6101289391517639,1.0,0.009235053323209286
0,reverse_leakage,mechanism,reverse_zero,-1.0,-1.1209089756011963,8,temperature_z,scaled(simulation_temperature),simulation_temperature,0.5906599164009094,1.0,0.0033363921102136374
1,higher_order_symbolic_residual,residual,all,0.0,1.0,12,inverse_length,1/active_layer_length,active_layer_length,0.4536519944667816,1.0,-0.016652489081025124
1,higher_order_symbolic_residual,residual,all,0.0,1.0,17,ge_sio2_velocity_over_length,ge_sio2_recomb_velocity/active_layer_length,"ge_sio2_recomb_velocity,active_layer_length",0.37155768275260925,1.0,0.002046101726591587
0,reverse_leakage,mechanism,reverse_zero,-1.0,-1.1209089756011963,17,ge_sio2_velocity_over_length,ge_sio2_recomb_velocity/active_layer_length,"ge_sio2_recomb_velocity,active_layer_length",0.34849268198013306,1.0,0.014833969064056873
1,higher_order_symbolic_residual,residual,all,0.0,1.0,11,length_z,scaled(active_layer_length),active_layer_length,0.33075591921806335,1.0,0.0043046968057751656
1,higher_order_symbolic_residual,residual,all,0.0,1.0,18,ge_si_velocity_over_length,ge_si_recomb_velocity/active_layer_length,"ge_si_recomb_velocity,active_layer_length",0.3188965320587158,1.0,0.016382357105612755
0,reverse_leakage,mechanism,reverse_zero,-1.0,-1.1209089756011963,18,ge_si_velocity_over_length,ge_si_recomb_velocity/active_layer_length,"ge_si_recomb_velocity,active_layer_length",0.2965855896472931,1.0,0.0017579158302396536
0,reverse_leakage,mechanism,reverse_zero,-1.0,-1.1209089756011963,11,length_z,scaled(active_layer_length),active_layer_length,0.28350600600242615,1.0,-0.0034014550037682056
0,reverse_leakage,mechanism,reverse_zero,-1.0,-1.1209089756011963,15,ge_sio2_velocity_z,scaled(ge_sio2_recomb_velocity),ge_sio2_recomb_velocity,0.22765006124973297,1.0,-0.008974452503025532
0,reverse_leakage,mechanism,reverse_zero,-1.0,-1.1209089756011963,12,inverse_length,1/active_layer_length,active_layer_length,0.22074998915195465,1.0,-0.0029511195607483387
1,higher_order_symbolic_residual,residual,all,0.0,1.0,16,ge_si_velocity_z,scaled(ge_si_recomb_velocity),ge_si_recomb_velocity,0.21332316100597382,1.0,-0.009173393249511719
1,higher_order_symbolic_residual,residual,all,0.0,1.0,14,trap_A_z,scaled(trap_assisted_recomb_A),trap_assisted_recomb_A,0.1406000703573227,1.0,-0.0011189223732799292
0,reverse_leakage,mechanism,reverse_zero,-1.0,-1.1209089756011963,16,ge_si_velocity_z,scaled(ge_si_recomb_velocity),ge_si_recomb_velocity,0.08053398132324219,1.0,-0.0007571447058580816
1,higher_order_symbolic_residual,residual,all,0.0,1.0,15,ge_sio2_velocity_z,scaled(ge_sio2_recomb_velocity),ge_sio2_recomb_velocity,0.1840081512928009,0.0,-0.003684739815071225
0,reverse_leakage,mechanism,reverse_zero,-1.0,-1.1209089756011963,14,trap_A_z,scaled(trap_assisted_recomb_A),trap_assisted_recomb_A,0.01539017166942358,0.0,-0.004733255598694086
