test_rmse,test_mae,test_r2,active_symbolic_terms,selected_symbolic_weight,y_scale,pure_symbolic_student,kan_contribution_at_inference,bayesian_weight_min,bayesian_weight_median,bayesian_weight_max,bayesian_distill_weight,teacher_rmse,teacher_mae,teacher_r2,pure_symbolic_formula_path,pure_symbolic_exported_terms,pure_symbolic_export_rmse,pure_symbolic_export_max_abs_error
0.0035238654973762003,0.002861499262446488,0.9755120879647152,70.0,1.0,3.3712586758532748,True,0.0,0.22503778338432312,0.9576350748538971,2.4431772232055664,0.25,0.002540607867298251,0.0019964203238487244,0.9869869429854472,<REPO_ROOT>/artifacts\results\net_photocurrent_retrain\symbolic_stability\seed_43\photo_current_symbolic_gated_kan\pure_symbolic_formula.txt,70.0,2.0936764390451025e-07,6.07860818568895e-07
