bias_v,log_frequency_ghz,trap_assisted_recomb_A,ge_sio2_recomb_velocity,ge_si_recomb_velocity,active_layer_length,simulation_temperature,model_prediction,exported_formula_prediction,formula_minus_model
-3.0,-1.0,1.0941860864671191e-09,2539.112215454232,503.69324532533454,39.339075937042885,294.39428351617613,2.7708039200186716e-17,2.770804213812686e-17,2.9379401431806017e-24
-3.0,-0.9000000000000005,1.0941860864671191e-09,2539.112215454232,503.69324532533454,39.339075937042885,294.39428351617613,2.7691242470668214e-17,2.76912440296024e-17,1.5589341851082273e-24
-3.0,-0.8000000000000007,1.0941860864671191e-09,2539.112215454232,503.69324532533454,39.339075937042885,294.39428351617613,2.7674444086788487e-17,2.7674445932693433e-17,1.8459049451776856e-24
-3.0,-0.6999999999999995,1.0941860864671191e-09,2539.112215454232,503.69324532533454,39.339075937042885,294.39428351617613,2.765764570290876e-17,2.765764782416897e-17,2.1212602091298786e-24
-3.0,-0.5999999999999998,1.0941860864671191e-09,2539.112215454232,503.69324532533454,39.339075937042885,294.39428351617613,2.7640847319029034e-17,2.7640849738875487e-17,2.4198464529906505e-24
-3.0,-0.5000000000000001,1.0941860864671191e-09,2539.112215454232,503.69324532533454,39.339075937042885,294.39428351617613,2.7624050589510532e-17,2.7624051630351033e-17,1.0408405010812519e-24
-3.0,-0.40000000000000047,1.0941860864671191e-09,2539.112215454232,503.69324532533454,39.339075937042885,294.39428351617613,2.7607252205630805e-17,2.760725354505755e-17,1.3394267449420238e-24
-3.0,-0.3000000000000007,1.0941860864671191e-09,2539.112215454232,503.69324532533454,39.339075937042885,294.39428351617613,2.7590453821751078e-17,2.7590455442340832e-17,1.6205897538713615e-24
-3.0,-0.19999999999999923,1.0941860864671191e-09,2539.112215454232,503.69324532533454,39.339075937042885,294.39428351617613,2.757365543787135e-17,2.75736573512396e-17,1.9133682496735008e-24
-3.0,-0.09999999999999964,1.0941860864671191e-09,2539.112215454232,503.69324532533454,39.339075937042885,294.39428351617613,2.755685870835285e-17,2.7556859242715147e-17,5.343622977641022e-25
-3.0,0.0,1.0941860864671191e-09,2539.112215454232,503.69324532533454,39.339075937042885,294.39428351617613,2.7540060324473123e-17,2.7540061148710048e-17,8.24236925699901e-25
-3.0,0.09999999999999964,1.0941860864671191e-09,2539.112215454232,503.69324532533454,39.339075937042885,294.39428351617613,2.7523258631870945e-17,2.752326305034914e-17,4.41847819434458e-24
-3.0,0.1999999999999993,1.0941860864671191e-09,2539.112215454232,503.69324532533454,39.339075937042885,294.39428351617613,2.750646355671367e-17,2.7506464950944658e-17,1.3942309889505795e-24
-3.0,0.3000000000000007,1.0941860864671191e-09,2539.112215454232,503.69324532533454,39.339075937042885,294.39428351617613,2.7489663518472717e-17,2.748966685217539e-17,3.333702673711235e-24
-3.0,0.4000000000000003,1.0941860864671191e-09,2539.112215454232,503.69324532533454,39.339075937042885,294.39428351617613,2.747286844331544e-17,2.7472868749458676e-17,3.0614323550994975e-25
-3.0,0.5,1.0941860864671191e-09,2539.112215454232,503.69324532533454,39.339075937042885,294.39428351617613,2.7456066750713263e-17,2.7456070655453577e-17,3.904740313657859e-24
-3.0,0.5999999999999996,1.0941860864671191e-09,2539.112215454232,503.69324532533454,39.339075937042885,294.39428351617613,2.7439271675555986e-17,2.7439272558544607e-17,8.82988620433719e-25
-3.0,0.6999999999999993,1.0941860864671191e-09,2539.112215454232,503.69324532533454,39.339075937042885,294.39428351617613,2.7422471637315034e-17,2.7422474455827892e-17,2.8185128575506e-24
-3.0,0.8000000000000007,1.0941860864671191e-09,2539.112215454232,503.69324532533454,39.339075937042885,294.39428351617613,2.7405676562157758e-17,2.740567635891892e-17,-2.0323883875502833e-25
-3.0,0.9000000000000004,1.0941860864671191e-09,2539.112215454232,503.69324532533454,39.339075937042885,294.39428351617613,2.738887486955558e-17,2.7388878250394465e-17,3.380838884653739e-24
-3.0,1.0,1.0941860864671191e-09,2539.112215454232,503.69324532533454,39.339075937042885,294.39428351617613,2.737207814003708e-17,2.7372080165100982e-17,2.0250639034084557e-24
-3.0,1.0999999999999996,1.0941860864671191e-09,2539.112215454232,503.69324532533454,39.339075937042885,294.39428351617613,2.7355279756157352e-17,2.735528205657652e-17,2.3004191673606487e-24
-3.0,1.1999999999999993,1.0941860864671191e-09,2539.112215454232,503.69324532533454,39.339075937042885,294.39428351617613,2.7338481372277625e-17,2.733848395966755e-17,2.587389924348619e-24
-3.0,1.3000000000000005,1.0941860864671191e-09,2539.112215454232,503.69324532533454,39.339075937042885,294.39428351617613,2.7321682988397898e-17,2.7321685862758583e-17,2.8743606844180773e-24
-3.0,1.3010299956639813,1.0941860864671191e-09,2539.112215454232,503.69324532533454,39.339075937042885,294.39428351617613,2.7321510934830487e-17,2.73215128384611e-17,1.903630612289211e-24
-2.8,-1.0,1.0941860864671191e-09,2539.112215454232,503.69324532533454,39.339075937042885,294.39428351617613,2.717914653396521e-17,2.7179146062792212e-17,-4.711729985119436e-25
-2.8,-0.9000000000000005,1.0941860864671191e-09,2539.112215454232,503.69324532533454,39.339075937042885,294.39428351617613,2.716117686233811e-17,2.7161177299004772e-17,4.366666632846936e-25
-2.8,-0.8000000000000007,1.0941860864671191e-09,2539.112215454232,503.69324532533454,39.339075937042885,294.39428351617613,2.7143208845072232e-17,2.7143208558448306e-17,-2.866239262791214e-25
-2.8,-0.6999999999999995,1.0941860864671191e-09,2539.112215454232,503.69324532533454,39.339075937042885,294.39428351617613,2.712523917344513e-17,2.7125239817891842e-17,6.444467123446069e-25
-2.8,-0.5999999999999998,1.0941860864671191e-09,2539.112215454232,503.69324532533454,39.339075937042885,294.39428351617613,2.7107272810540478e-17,2.7107271088950866e-17,-1.721589612370974e-24
-2.8,-0.5000000000000001,1.0941860864671191e-09,2539.112215454232,503.69324532533454,39.339075937042885,294.39428351617613,2.7089303138913376e-17,2.7089302348394402e-17,-7.9051897374724575e-25
-2.8,-0.40000000000000047,1.0941860864671191e-09,2539.112215454232,503.69324532533454,39.339075937042885,294.39428351617613,2.70713351216475e-17,2.707133361945342e-17,-1.5021940795197471e-24
-2.8,-0.3000000000000007,1.0941860864671191e-09,2539.112215454232,503.69324532533454,39.339075937042885,294.39428351617613,2.7053367104381622e-17,2.7053364884704698e-17,-2.2196769241064174e-24
-2.8,-0.19999999999999923,1.0941860864671191e-09,2539.112215454232,503.69324532533454,39.339075937042885,294.39428351617613,2.7035399087115745e-17,2.7035396149955974e-17,-2.9371597717745756e-24
-2.8,-0.09999999999999964,1.0941860864671191e-09,2539.112215454232,503.69324532533454,39.339075937042885,294.39428351617613,2.7017429415488644e-17,2.701742740939951e-17,-2.0060891331508473e-24
-2.8,0.0,1.0941860864671191e-09,2539.112215454232,503.69324532533454,39.339075937042885,294.39428351617613,2.6999459743861542e-17,2.6999458671746918e-17,-1.0721146235792906e-24
-2.8,0.09999999999999964,1.0941860864671191e-09,2539.112215454232,503.69324532533454,39.339075937042885,294.39428351617613,2.6981491726595665e-17,2.6981489936998197e-17,-1.789597468165961e-24
-2.8,0.1999999999999993,1.0941860864671191e-09,2539.112215454232,503.69324532533454,39.339075937042885,294.39428351617613,2.6963522054968563e-17,2.6963521200933658e-17,-8.540349045549966e-25
-2.8,0.3000000000000007,1.0941860864671191e-09,2539.112215454232,503.69324532533454,39.339075937042885,294.39428351617613,2.694555238334146e-17,2.6945552464596883e-17,8.125542192498085e-26
-2.8,0.4000000000000003,1.0941860864671191e-09,2539.112215454232,503.69324532533454,39.339075937042885,294.39428351617613,2.6927584366075584e-17,2.692758372694429e-17,-6.391312936095178e-25
-2.8,0.5,1.0941860864671191e-09,2539.112215454232,503.69324532533454,39.339075937042885,294.39428351617613,2.6909614694448482e-17,2.690961499509944e-17,3.0065095785769566e-25
-2.8,0.5999999999999996,1.0941860864671191e-09,2539.112215454232,503.69324532533454,39.339075937042885,294.39428351617613,2.689164833154383e-17,2.6891646260350718e-17,-2.07119311183503e-24
-2.8,0.6999999999999993,1.0941860864671191e-09,2539.112215454232,503.69324532533454,39.339075937042885,294.39428351617613,2.6873678659916728e-17,2.6873677519794252e-17,-1.1401224762927896e-24
-2.8,0.8000000000000007,1.0941860864671191e-09,2539.112215454232,503.69324532533454,39.339075937042885,294.39428351617613,2.6855708988289626e-17,2.685570877923779e-17,-2.0905183766906135e-25
-2.8,0.9000000000000004,1.0941860864671191e-09,2539.112215454232,503.69324532533454,39.339075937042885,294.39428351617613,2.6837742625384974e-17,2.6837740038681322e-17,-2.5867036523389317e-24
-2.8,1.0,1.0941860864671191e-09,2539.112215454232,503.69324532533454,39.339075937042885,294.39428351617613,2.6819774608119098e-17,2.6819771309740343e-17,-3.298378755029945e-24
-2.8,1.0999999999999996,1.0941860864671191e-09,2539.112215454232,503.69324532533454,39.339075937042885,294.39428351617613,2.6801804936491996e-17,2.680180256918388e-17,-2.367308116406217e-24
-2.8,1.1999999999999993,1.0941860864671191e-09,2539.112215454232,503.69324532533454,39.339075937042885,294.39428351617613,2.6783835264864894e-17,2.6783833828627413e-17,-1.4362374808639765e-24
-2.8,1.3000000000000005,1.0941860864671191e-09,2539.112215454232,503.69324532533454,39.339075937042885,294.39428351617613,2.6765865593237792e-17,2.6765865099686436e-17,-4.935513553674467e-25
-2.8,1.3010299956639813,1.0941860864671191e-09,2539.112215454232,503.69324532533454,39.339075937042885,294.39428351617613,2.676568030478058e-17,2.676568001851323e-17,-2.8626734882400984e-25
-2.6,-1.0,1.0941860864671191e-09,2539.112215454232,503.69324532533454,39.339075937042885,294.39428351617613,2.7120065985894223e-17,2.712006617346195e-17,1.8756772552384824e-25
-2.6,-0.9000000000000005,1.0941860864671191e-09,2539.112215454232,503.69324532533454,39.339075937042885,294.39428351617613,2.7100752972952335e-17,2.710075400888574e-17,1.0359334041462762e-24
-2.6,-0.8000000000000007,1.0941860864671191e-09,2539.112215454232,503.69324532533454,39.339075937042885,294.39428351617613,2.7081441614371672e-17,2.7081441867540504e-17,2.5316883140825195e-25
-2.6,-0.6999999999999995,1.0941860864671191e-09,2539.112215454232,503.69324532533454,39.339075937042885,294.39428351617613,2.7062128601429784e-17,2.7062129714579778e-17,1.1131499938219936e-24
-2.6,-0.5999999999999998,1.0941860864671191e-09,2539.112215454232,503.69324532533454,39.339075937042885,294.39428351617613,2.7042818897210346e-17,2.7042817573234545e-17,-1.3239758009405981e-24
-2.6,-0.5000000000000001,1.0941860864671191e-09,2539.112215454232,503.69324532533454,39.339075937042885,294.39428351617613,2.7023505884268458e-17,2.7023505420273826e-17,-4.639946323638807e-25
-2.6,-0.40000000000000047,1.0941860864671191e-09,2539.112215454232,503.69324532533454,39.339075937042885,294.39428351617613,2.700419287132657e-17,2.7004193290544074e-17,4.19217503795464e-25
-2.6,-0.3000000000000007,1.0941860864671191e-09,2539.112215454232,503.69324532533454,39.339075937042885,294.39428351617613,2.6984879858384682e-17,2.6984881149198838e-17,1.2908141561634951e-24
-2.6,-0.19999999999999923,1.0941860864671191e-09,2539.112215454232,503.69324532533454,39.339075937042885,294.39428351617613,2.6965570154165244e-17,2.6965569007853605e-17,-1.1463116385990966e-24
-2.6,-0.09999999999999964,1.0941860864671191e-09,2539.112215454232,503.69324532533454,39.339075937042885,294.39428351617613,2.6946257141223356e-17,2.6946256860700628e-17,-2.8052272812672235e-25
