mechanism_index,mechanism,photo_role,mechanism_drive,mechanism_initial_sign,mechanism_scale,term_index,term_name,expression,dependencies,probability,active_gate,coefficient_model_space
1,field_collection,main,reverse,-1.0,-0.2707601487636566,3,soft_reverse_light_voltage,softplus(-light_voltage/0.2),light_voltage,0.8551758527755737,1.0,0.12587356567382812
1,field_collection,main,reverse,-1.0,-0.2707601487636566,1,light_voltage_z,scaled(light_voltage),light_voltage,0.8523805737495422,1.0,-0.14834684133529663
1,field_collection,main,reverse,-1.0,-0.2707601487636566,19,reverse_drive_over_length,softplus(-light_voltage/0.2)/active_layer_length,"light_voltage,active_layer_length",0.8474457859992981,1.0,0.11980774253606796
1,field_collection,main,reverse,-1.0,-0.2707601487636566,13,light_voltage_over_length,light_voltage/active_layer_length,"light_voltage,active_layer_length",0.8449382781982422,1.0,-0.13624681532382965
2,surface_recombination,surface_loss,reverse,1.0,0.04322633892297745,7,reverse_gate_light_voltage,sigmoid(-light_voltage/0.2),light_voltage,0.8297082185745239,1.0,-0.10939309746026993
1,field_collection,main,reverse,-1.0,-0.2707601487636566,0,one,1,,0.8134199380874634,1.0,0.07560127228498459
4,higher_order_symbolic_residual,residual,all,0.0,1.0,0,one,1,,0.8084673881530762,1.0,-0.08287662267684937
1,field_collection,main,reverse,-1.0,-0.2707601487636566,10,light_voltage_over_temperature,light_voltage/simulation_temperature,"light_voltage,simulation_temperature",0.8051002621650696,1.0,-0.09601643681526184
2,surface_recombination,surface_loss,reverse,1.0,0.04322633892297745,8,temperature_z,scaled(simulation_temperature),simulation_temperature,0.8044387698173523,1.0,0.24764379858970642
1,field_collection,main,reverse,-1.0,-0.2707601487636566,4,tanh_reverse_light_voltage,tanh(-light_voltage/1.0),light_voltage,0.8017847537994385,1.0,0.08507458865642548
0,photogeneration,main,all,-1.0,-1.0634773969650269,10,light_voltage_over_temperature,light_voltage/simulation_temperature,"light_voltage,simulation_temperature",0.7928149700164795,1.0,0.05074106901884079
2,surface_recombination,surface_loss,reverse,1.0,0.04322633892297745,9,inverse_temperature,1/simulation_temperature,simulation_temperature,0.7926572561264038,1.0,-0.2735639214515686
0,photogeneration,main,all,-1.0,-1.0634773969650269,13,light_voltage_over_length,light_voltage/active_layer_length,"light_voltage,active_layer_length",0.7908686995506287,1.0,0.09097202867269516
1,field_collection,main,reverse,-1.0,-0.2707601487636566,7,reverse_gate_light_voltage,sigmoid(-light_voltage/0.2),light_voltage,0.7907933592796326,1.0,0.07502182573080063
0,photogeneration,main,all,-1.0,-1.0634773969650269,0,one,1,,0.7898668050765991,1.0,0.05868230760097504
4,higher_order_symbolic_residual,residual,all,0.0,1.0,1,light_voltage_z,scaled(light_voltage),light_voltage,0.7862122058868408,1.0,0.05173658952116966
0,photogeneration,main,all,-1.0,-1.0634773969650269,1,light_voltage_z,scaled(light_voltage),light_voltage,0.7797123193740845,1.0,0.044768087565898895
2,surface_recombination,surface_loss,reverse,1.0,0.04322633892297745,19,reverse_drive_over_length,softplus(-light_voltage/0.2)/active_layer_length,"light_voltage,active_layer_length",0.778235137462616,1.0,-0.09661543369293213
0,photogeneration,main,all,-1.0,-1.0634773969650269,24,collection_saturation_length,(1-exp(-softplus(-light_voltage/0.2)))*active_layer_length,"light_voltage,active_layer_length",0.7772555947303772,1.0,-0.05837037041783333
0,photogeneration,main,all,-1.0,-1.0634773969650269,2,light_voltage_z2,scaled(light_voltage)^2,light_voltage,0.7591314315795898,1.0,-0.03445481136441231
4,higher_order_symbolic_residual,residual,all,0.0,1.0,10,light_voltage_over_temperature,light_voltage/simulation_temperature,"light_voltage,simulation_temperature",0.7581581473350525,1.0,0.03676386922597885
4,higher_order_symbolic_residual,residual,all,0.0,1.0,27,reverse_thermal_surface_recomb,softplus(-light_voltage/0.2)*(ge_sio2_recomb_velocity + ge_si_recomb_velocity)/(active_layer_length*simulation_temperature),"light_voltage,ge_sio2_recomb_velocity,ge_si_recomb_velocity,active_layer_length,simulation_temperature",0.7555190324783325,1.0,0.010891841724514961
4,higher_order_symbolic_residual,residual,all,0.0,1.0,24,collection_saturation_length,(1-exp(-softplus(-light_voltage/0.2)))*active_layer_length,"light_voltage,active_layer_length",0.7539554834365845,1.0,-0.0445244126021862
3,trap_recombination,trap_loss,reverse,1.0,0.03450871258974075,19,reverse_drive_over_length,softplus(-light_voltage/0.2)/active_layer_length,"light_voltage,active_layer_length",0.7464632391929626,1.0,-0.11483747512102127
2,surface_recombination,surface_loss,reverse,1.0,0.04322633892297745,27,reverse_thermal_surface_recomb,softplus(-light_voltage/0.2)*(ge_sio2_recomb_velocity + ge_si_recomb_velocity)/(active_layer_length*simulation_temperature),"light_voltage,ge_sio2_recomb_velocity,ge_si_recomb_velocity,active_layer_length,simulation_temperature",0.7455990314483643,1.0,-0.08367570489645004
4,higher_order_symbolic_residual,residual,all,0.0,1.0,3,soft_reverse_light_voltage,softplus(-light_voltage/0.2),light_voltage,0.7405368089675903,1.0,-0.02517145872116089
4,higher_order_symbolic_residual,residual,all,0.0,1.0,7,reverse_gate_light_voltage,sigmoid(-light_voltage/0.2),light_voltage,0.7382205724716187,1.0,-0.02866348624229431
4,higher_order_symbolic_residual,residual,all,0.0,1.0,13,light_voltage_over_length,light_voltage/active_layer_length,"light_voltage,active_layer_length",0.7381298542022705,1.0,-0.04552627354860306
4,higher_order_symbolic_residual,residual,all,0.0,1.0,5,reverse_saturation_light_voltage,1-exp(-(softplus(-light_voltage/0.2)-log(2))),light_voltage,0.7329144477844238,1.0,0.032744113355875015
4,higher_order_symbolic_residual,residual,all,0.0,1.0,19,reverse_drive_over_length,softplus(-light_voltage/0.2)/active_layer_length,"light_voltage,active_layer_length",0.7298290133476257,1.0,-0.04121009632945061
1,field_collection,main,reverse,-1.0,-0.2707601487636566,5,reverse_saturation_light_voltage,1-exp(-(softplus(-light_voltage/0.2)-log(2))),light_voltage,0.7290175557136536,1.0,0.04833757132291794
4,higher_order_symbolic_residual,residual,all,0.0,1.0,4,tanh_reverse_light_voltage,tanh(-light_voltage/1.0),light_voltage,0.7268434762954712,1.0,0.02100842073559761
